county,precinct,office,district,party,candidate,votes,,,,
Linn,70,State Treasurer,,DEM,Write-ins,1,,,,
Linn,71,State Treasurer,,DEM,Write-ins,0,,,,
Linn,73,State Treasurer,,DEM,Write-ins,1,,,,
Linn,74,State Treasurer,,DEM,Write-ins,0,,,,
Linn,75,State Treasurer,,DEM,Write-ins,0,,,,
Linn,76,State Treasurer,,DEM,Write-ins,0,,,,
Linn,77,State Treasurer,,DEM,Write-ins,0,,,,
Linn,78,State Treasurer,,DEM,Write-ins,0,,,,
Linn,79,State Treasurer,,DEM,Write-ins,1,,,,
Linn,80,State Treasurer,,DEM,Write-ins,1,,,,
Linn,82,State Treasurer,,DEM,Write-ins,0,,,,
Linn,83,State Treasurer,,DEM,Write-ins,0,,,,
Linn,84,State Treasurer,,DEM,Write-ins,0,,,,
Linn,86,State Treasurer,,DEM,Write-ins,0,,,,
Linn,87,State Treasurer,,DEM,Write-ins,0,,,,
Linn,88,State Treasurer,,DEM,Write-ins,0,,,,
Linn,89,State Treasurer,,DEM,Write-ins,0,,,,
Linn,91,State Treasurer,,DEM,Write-ins,1,,,,
Linn,92,State Treasurer,,DEM,Write-ins,3,,,,
Linn,93,State Treasurer,,DEM,Write-ins,0,,,,
Linn,94,State Treasurer,,DEM,Write-ins,0,,,,
Linn,95,State Treasurer,,DEM,Write-ins,0,,,,
Linn,96,State Treasurer,,DEM,Write-ins,1,,,,
Linn,97,State Treasurer,,DEM,Write-ins,0,,,,
Linn,99,State Treasurer,,DEM,Write-ins,0,,,,
Linn,100,State Treasurer,,DEM,Write-ins,2,,,,
Linn,101,State Treasurer,,DEM,Write-ins,0,,,,
Linn,102,State Treasurer,,DEM,Write-ins,3,,,,
Linn,103,State Treasurer,,DEM,Write-ins,0,,,,
Linn,104,State Treasurer,,DEM,Write-ins,0,,,,
Linn,105,State Treasurer,,DEM,Write-ins,0,,,,
Linn,106,State Treasurer,,DEM,Write-ins,1,,,,
Linn,107,State Treasurer,,DEM,Write-ins,1,,,,
Linn,108,State Treasurer,,DEM,Write-ins,0,,,,
Linn,1,State Treasurer,,DEM,Over Votes,0,,,,
Linn,3,State Treasurer,,DEM,Over Votes,0,,,,
Linn,5,State Treasurer,,DEM,Over Votes,0,,,,
Linn,8,State Treasurer,,DEM,Over Votes,0,,,,
Linn,11,State Treasurer,,DEM,Over Votes,0,,,,
Linn,14,State Treasurer,,DEM,Over Votes,0,,,,
Linn,15,State Treasurer,,DEM,Over Votes,0,,,,
Linn,16,State Treasurer,,DEM,Over Votes,0,,,,
Linn,18,State Treasurer,,DEM,Over Votes,0,,,,
Linn,19,State Treasurer,,DEM,Over Votes,0,,,,
Linn,20,State Treasurer,,DEM,Over Votes,0,,,,
Linn,21,State Treasurer,,DEM,Over Votes,0,,,,
Linn,22,State Treasurer,,DEM,Over Votes,0,,,,
Linn,23,State Treasurer,,DEM,Over Votes,0,,,,
Linn,25,State Treasurer,,DEM,Over Votes,0,,,,
Linn,26,State Treasurer,,DEM,Over Votes,0,,,,
Linn,27,State Treasurer,,DEM,Over Votes,0,,,,
Linn,28,State Treasurer,,DEM,Over Votes,0,,,,
Linn,29,State Treasurer,,DEM,Over Votes,0,,,,
Linn,30,State Treasurer,,DEM,Over Votes,0,,,,
Linn,31,State Treasurer,,DEM,Over Votes,0,,,,
Linn,32,State Treasurer,,DEM,Over Votes,0,,,,
Linn,33,State Treasurer,,DEM,Over Votes,0,,,,
Linn,34,State Treasurer,,DEM,Over Votes,0,,,,
Linn,35,State Treasurer,,DEM,Over Votes,0,,,,
Linn,36,State Treasurer,,DEM,Over Votes,0,,,,
Linn,37,State Treasurer,,DEM,Over Votes,0,,,,
Linn,38,State Treasurer,,DEM,Over Votes,0,,,,
Linn,39,State Treasurer,,DEM,Over Votes,0,,,,
Linn,41,State Treasurer,,DEM,Over Votes,0,,,,
Linn,42,State Treasurer,,DEM,Over Votes,0,,,,
Linn,43,State Treasurer,,DEM,Over Votes,0,,,,
Linn,44,State Treasurer,,DEM,Over Votes,0,,,,
Linn,45,State Treasurer,,DEM,Over Votes,0,,,,
Linn,46,State Treasurer,,DEM,Over Votes,0,,,,
Linn,47,State Treasurer,,DEM,Over Votes,0,,,,
Linn,48,State Treasurer,,DEM,Over Votes,0,,,,
Linn,49,State Treasurer,,DEM,Over Votes,0,,,,
Linn,50,State Treasurer,,DEM,Over Votes,0,,,,
Linn,51,State Treasurer,,DEM,Over Votes,0,,,,
Linn,52,State Treasurer,,DEM,Over Votes,0,,,,
Linn,53,State Treasurer,,DEM,Over Votes,0,,,,
Linn,54,State Treasurer,,DEM,Over Votes,0,,,,
Linn,55,State Treasurer,,DEM,Over Votes,0,,,,
Linn,56,State Treasurer,,DEM,Over Votes,0,,,,
Linn,57,State Treasurer,,DEM,Over Votes,0,,,,
Linn,58,State Treasurer,,DEM,Over Votes,0,,,,
Linn,59,State Treasurer,,DEM,Over Votes,0,,,,
Linn,60,State Treasurer,,DEM,Over Votes,0,,,,
Linn,61,State Treasurer,,DEM,Over Votes,0,,,,
Linn,62,State Treasurer,,DEM,Over Votes,0,,,,
Linn,63,State Treasurer,,DEM,Over Votes,0,,,,
Linn,65,State Treasurer,,DEM,Over Votes,0,,,,
Linn,66,State Treasurer,,DEM,Over Votes,0,,,,
Linn,67,State Treasurer,,DEM,Over Votes,0,,,,
Linn,68,State Treasurer,,DEM,Over Votes,0,,,,
Linn,70,State Treasurer,,DEM,Over Votes,0,,,,
Linn,71,State Treasurer,,DEM,Over Votes,0,,,,
Linn,73,State Treasurer,,DEM,Over Votes,0,,,,
Linn,74,State Treasurer,,DEM,Over Votes,0,,,,
Linn,75,State Treasurer,,DEM,Over Votes,0,,,,
Linn,76,State Treasurer,,DEM,Over Votes,0,,,,
Linn,77,State Treasurer,,DEM,Over Votes,0,,,,
Linn,78,State Treasurer,,DEM,Over Votes,0,,,,
Linn,79,State Treasurer,,DEM,Over Votes,0,,,,
Linn,80,State Treasurer,,DEM,Over Votes,0,,,,
Linn,82,State Treasurer,,DEM,Over Votes,0,,,,
Linn,83,State Treasurer,,DEM,Over Votes,0,,,,
Linn,84,State Treasurer,,DEM,Over Votes,0,,,,
Linn,86,State Treasurer,,DEM,Over Votes,0,,,,
Linn,87,State Treasurer,,DEM,Over Votes,0,,,,
Linn,88,State Treasurer,,DEM,Over Votes,0,,,,
Linn,89,State Treasurer,,DEM,Over Votes,0,,,,
Linn,91,State Treasurer,,DEM,Over Votes,0,,,,
Linn,92,State Treasurer,,DEM,Over Votes,0,,,,
Linn,93,State Treasurer,,DEM,Over Votes,0,,,,
Linn,94,State Treasurer,,DEM,Over Votes,0,,,,
Linn,95,State Treasurer,,DEM,Over Votes,0,,,,
Linn,96,State Treasurer,,DEM,Over Votes,0,,,,
Linn,97,State Treasurer,,DEM,Over Votes,0,,,,
Linn,99,State Treasurer,,DEM,Over Votes,0,,,,
Linn,100,State Treasurer,,DEM,Over Votes,0,,,,
Linn,101,State Treasurer,,DEM,Over Votes,0,,,,
Linn,102,State Treasurer,,DEM,Over Votes,0,,,,
Linn,103,State Treasurer,,DEM,Over Votes,0,,,,
Linn,104,State Treasurer,,DEM,Over Votes,0,,,,
Linn,105,State Treasurer,,DEM,Over Votes,0,,,,
Linn,106,State Treasurer,,DEM,Over Votes,0,,,,
Linn,107,State Treasurer,,DEM,Over Votes,0,,,,
Linn,108,State Treasurer,,DEM,Over Votes,0,,,,
Linn,1,State Treasurer,,DEM,Under Votes,33,,,,
Linn,3,State Treasurer,,DEM,Under Votes,30,,,,
Linn,5,State Treasurer,,DEM,Under Votes,21,,,,
Linn,8,State Treasurer,,DEM,Under Votes,28,,,,
Linn,11,State Treasurer,,DEM,Under Votes,29,,,,
Linn,14,State Treasurer,,DEM,Under Votes,28,,,,
Linn,15,State Treasurer,,DEM,Under Votes,6,,,,
Linn,16,State Treasurer,,DEM,Under Votes,31,,,,
Linn,18,State Treasurer,,DEM,Under Votes,81,,,,
Linn,19,State Treasurer,,DEM,Under Votes,34,,,,
Linn,20,State Treasurer,,DEM,Under Votes,23,,,,
Linn,21,State Treasurer,,DEM,Under Votes,9,,,,
Linn,22,State Treasurer,,DEM,Under Votes,1,,,,
Linn,23,State Treasurer,,DEM,Under Votes,29,,,,
Linn,25,State Treasurer,,DEM,Under Votes,29,,,,
Linn,26,State Treasurer,,DEM,Under Votes,12,,,,
Linn,27,State Treasurer,,DEM,Under Votes,15,,,,
Linn,28,State Treasurer,,DEM,Under Votes,4,,,,
Linn,29,State Treasurer,,DEM,Under Votes,50,,,,
Linn,30,State Treasurer,,DEM,Under Votes,4,,,,
Linn,31,State Treasurer,,DEM,Under Votes,19,,,,
Linn,32,State Treasurer,,DEM,Under Votes,23,,,,
Linn,33,State Treasurer,,DEM,Under Votes,2,,,,
Linn,34,State Treasurer,,DEM,Under Votes,13,,,,
Linn,35,State Treasurer,,DEM,Under Votes,52,,,,
Linn,36,State Treasurer,,DEM,Under Votes,22,,,,
Linn,37,State Treasurer,,DEM,Under Votes,29,,,,
Linn,38,State Treasurer,,DEM,Under Votes,25,,,,
Linn,39,State Treasurer,,DEM,Under Votes,22,,,,
Linn,41,State Treasurer,,DEM,Under Votes,19,,,,
Linn,42,State Treasurer,,DEM,Under Votes,38,,,,
Linn,43,State Treasurer,,DEM,Under Votes,18,,,,
Linn,44,State Treasurer,,DEM,Under Votes,30,,,,
Linn,45,State Treasurer,,DEM,Under Votes,22,,,,
Linn,46,State Treasurer,,DEM,Under Votes,37,,,,
Linn,47,State Treasurer,,DEM,Under Votes,14,,,,
Linn,48,State Treasurer,,DEM,Under Votes,39,,,,
Linn,49,State Treasurer,,DEM,Under Votes,0,,,,
Linn,50,State Treasurer,,DEM,Under Votes,16,,,,
Linn,51,State Treasurer,,DEM,Under Votes,3,,,,
Linn,52,State Treasurer,,DEM,Under Votes,18,,,,
Linn,53,State Treasurer,,DEM,Under Votes,29,,,,
Linn,54,State Treasurer,,DEM,Under Votes,13,,,,
Linn,55,State Treasurer,,DEM,Under Votes,14,,,,
Linn,56,State Treasurer,,DEM,Under Votes,20,,,,
Linn,57,State Treasurer,,DEM,Under Votes,2,,,,
Linn,58,State Treasurer,,DEM,Under Votes,5,,,,
Linn,59,State Treasurer,,DEM,Under Votes,21,,,,
Linn,60,State Treasurer,,DEM,Under Votes,18,,,,
Linn,61,State Treasurer,,DEM,Under Votes,25,,,,
Linn,62,State Treasurer,,DEM,Under Votes,30,,,,
Linn,63,State Treasurer,,DEM,Under Votes,44,,,,
Linn,65,State Treasurer,,DEM,Under Votes,1,,,,
Linn,66,State Treasurer,,DEM,Under Votes,8,,,,
Linn,67,State Treasurer,,DEM,Under Votes,14,,,,
Linn,68,State Treasurer,,DEM,Under Votes,4,,,,
Linn,70,State Treasurer,,DEM,Under Votes,28,,,,
Linn,71,State Treasurer,,DEM,Under Votes,2,,,,
Linn,73,State Treasurer,,DEM,Under Votes,40,,,,
Linn,74,State Treasurer,,DEM,Under Votes,33,,,,
Linn,75,State Treasurer,,DEM,Under Votes,30,,,,
Linn,76,State Treasurer,,DEM,Under Votes,23,,,,
Linn,77,State Treasurer,,DEM,Under Votes,15,,,,
Linn,78,State Treasurer,,DEM,Under Votes,20,,,,
Linn,79,State Treasurer,,DEM,Under Votes,37,,,,
Linn,80,State Treasurer,,DEM,Under Votes,37,,,,
Linn,82,State Treasurer,,DEM,Under Votes,15,,,,
Linn,83,State Treasurer,,DEM,Under Votes,2,,,,
Linn,84,State Treasurer,,DEM,Under Votes,28,,,,
Linn,86,State Treasurer,,DEM,Under Votes,31,,,,
Linn,87,State Treasurer,,DEM,Under Votes,4,,,,
Linn,88,State Treasurer,,DEM,Under Votes,29,,,,
Linn,89,State Treasurer,,DEM,Under Votes,28,,,,
Linn,91,State Treasurer,,DEM,Under Votes,22,,,,
Linn,92,State Treasurer,,DEM,Under Votes,52,,,,
Linn,93,State Treasurer,,DEM,Under Votes,54,,,,
Linn,94,State Treasurer,,DEM,Under Votes,10,,,,
Linn,95,State Treasurer,,DEM,Under Votes,39,,,,
Linn,96,State Treasurer,,DEM,Under Votes,45,,,,
Linn,97,State Treasurer,,DEM,Under Votes,26,,,,
Linn,99,State Treasurer,,DEM,Under Votes,14,,,,
Linn,100,State Treasurer,,DEM,Under Votes,48,,,,
Linn,101,State Treasurer,,DEM,Under Votes,22,,,,
Linn,102,State Treasurer,,DEM,Under Votes,49,,,,
Linn,103,State Treasurer,,DEM,Under Votes,29,,,,
Linn,104,State Treasurer,,DEM,Under Votes,24,,,,
Linn,105,State Treasurer,,DEM,Under Votes,17,,,,
Linn,106,State Treasurer,,DEM,Under Votes,28,,,,
Linn,107,State Treasurer,,DEM,Under Votes,49,,,,
Linn,108,State Treasurer,,DEM,Under Votes,50,,,,
Linn,1,Attorney General,,DEM,Dwight Holton,43,52,0,0,17
Linn,3,Attorney General,,DEM,,33,58,0,0,17
Linn,5,Attorney General,,DEM,,27,70,0,0,9
Linn,8,Attorney General,,DEM,,30,47,0,0,10
Linn,11,Attorney General,,DEM,,20,47,0,0,13
Linn,14,Attorney General,,DEM,,38,59,0,0,8
Linn,15,Attorney General,,DEM,,14,14,0,0,3
Linn,16,Attorney General,,DEM,,31,63,0,0,16
Linn,18,Attorney General,,DEM,,117,139,0,0,44
Linn,19,Attorney General,,DEM,,40,62,0,0,12
Linn,20,Attorney General,,DEM,,21,28,0,0,14
Linn,21,Attorney General,,DEM,,13,19,0,0,3
Linn,22,Attorney General,,DEM,,4,4,0,0,0
Linn,23,Attorney General,,DEM,,31,52,0,0,12
Linn,25,Attorney General,,DEM,,37,46,0,0,13
Linn,26,Attorney General,,DEM,,13,12,0,0,4
Linn,27,Attorney General,,DEM,,18,31,0,0,12
Linn,28,Attorney General,,DEM,,1,6,0,0,3
Linn,29,Attorney General,,DEM,,64,70,0,0,16
Linn,30,Attorney General,,DEM,,,,,,
Linn,31,Attorney General,,DEM,,,,,,
Linn,32,Attorney General,,DEM,,,,,,
Linn,33,Attorney General,,DEM,,,,,,
Linn,34,Attorney General,,DEM,,,,,,
Linn,35,Attorney General,,DEM,,,,,,
Linn,36,Attorney General,,DEM,,,,,,
Linn,37,Attorney General,,DEM,,,,,,
Linn,38,Attorney General,,DEM,,,,,,
Linn,39,Attorney General,,DEM,,,,,,
Linn,41,Attorney General,,DEM,,,,,,
Linn,42,Attorney General,,DEM,,,,,,
Linn,43,Attorney General,,DEM,,,,,,
Linn,44,Attorney General,,DEM,,,,,,
Linn,45,Attorney General,,DEM,,,,,,
Linn,46,Attorney General,,DEM,,,,,,
Linn,47,Attorney General,,DEM,,,,,,
Linn,48,Attorney General,,DEM,,,,,,
Linn,49,Attorney General,,DEM,,,,,,
Linn,50,Attorney General,,DEM,,,,,,
Linn,51,Attorney General,,DEM,,,,,,
Linn,52,Attorney General,,DEM,,,,,,
Linn,53,Attorney General,,DEM,,,,,,
Linn,54,Attorney General,,DEM,,,,,,
Linn,55,Attorney General,,DEM,,,,,,
Linn,56,Attorney General,,DEM,,,,,,
Linn,57,Attorney General,,DEM,,,,,,
Linn,58,Attorney General,,DEM,,,,,,
Linn,59,Attorney General,,DEM,,,,,,
Linn,60,Attorney General,,DEM,,,,,,
Linn,61,Attorney General,,DEM,,,,,,
Linn,62,Attorney General,,DEM,,,,,,
Linn,63,Attorney General,,DEM,,,,,,
Linn,65,Attorney General,,DEM,,,,,,
Linn,66,Attorney General,,DEM,,,,,,
Linn,67,Attorney General,,DEM,,,,,,
Linn,68,Attorney General,,DEM,,,,,,
Linn,70,Attorney General,,DEM,,,,,,
Linn,71,Attorney General,,DEM,,,,,,
Linn,73,Attorney General,,DEM,,,,,,
Linn,74,Attorney General,,DEM,,,,,,
Linn,75,Attorney General,,DEM,,,,,,
Linn,76,Attorney General,,DEM,,,,,,
Linn,77,Attorney General,,DEM,,,,,,
Linn,78,Attorney General,,DEM,,,,,,
Linn,79,Attorney General,,DEM,,,,,,
Linn,80,Attorney General,,DEM,,,,,,
Linn,82,Attorney General,,DEM,,,,,,
Linn,83,Attorney General,,DEM,,,,,,
Linn,84,Attorney General,,DEM,,,,,,
Linn,86,Attorney General,,DEM,,,,,,
Linn,87,Attorney General,,DEM,,,,,,
Linn,88,Attorney General,,DEM,,,,,,
Linn,89,Attorney General,,DEM,,,,,,
Linn,91,Attorney General,,DEM,,,,,,
Linn,92,Attorney General,,DEM,,,,,,
Linn,93,Attorney General,,DEM,,,,,,
Linn,94,Attorney General,,DEM,,,,,,
Linn,95,Attorney General,,DEM,,,,,,
Linn,96,Attorney General,,DEM,,,,,,
Linn,97,Attorney General,,DEM,,,,,,
Linn,99,Attorney General,,DEM,,,,,,
Linn,100,Attorney General,,DEM,,,,,,
Linn,101,Attorney General,,DEM,,,,,,
Linn,102,Attorney General,,DEM,,,,,,
Linn,103,Attorney General,,DEM,,,,,,
Linn,104,Attorney General,,DEM,,,,,,
Linn,105,Attorney General,,DEM,,,,,,
Linn,106,Attorney General,,DEM,,,,,,
Linn,107,Attorney General,,DEM,,,,,,
Linn,108,Attorney General,,DEM,,,,,,
