county,precinct,office,district,party,candidate,votes,percent
Benton,PRECINCT 03,State Senate,8,DEM,Write-Ins,7,1.36%
Benton,PRECINCT 03,State Senate,8,DEM,Total,436,
Benton,PRECINCT 03,State Senate,8,DEM,Under-Votes,78,15.18%
Benton,PRECINCT 03,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 03,State Senate,8,DEM,Total Votes Cast,514,
Benton,PRECINCT 04,State Senate,8,DEM,BARBARA ROSS,298,82.78%
Benton,PRECINCT 04,State Senate,8,DEM,Write-Ins,5,1.39%
Benton,PRECINCT 04,State Senate,8,DEM,Total,303,
Benton,PRECINCT 04,State Senate,8,DEM,Under-Votes,57,15.83%
Benton,PRECINCT 04,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 04,State Senate,8,DEM,Total Votes Cast,360,
Benton,PRECINCT 05,State Senate,8,DEM,BARBARA ROSS,465,87.90%
Benton,PRECINCT 05,State Senate,8,DEM,Write-Ins,4,0.76%
Benton,PRECINCT 05,State Senate,8,DEM,Total,469,
Benton,PRECINCT 05,State Senate,8,DEM,Under-Votes,60,11.34%
Benton,PRECINCT 05,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 05,State Senate,8,DEM,Total Votes Cast,529,
Benton,PRECINCT 06,State Senate,8,DEM,BARBARA ROSS,696,86.67%
Benton,PRECINCT 06,State Senate,8,DEM,Write-Ins,5,0.62%
Benton,PRECINCT 06,State Senate,8,DEM,Total,701,
Benton,PRECINCT 06,State Senate,8,DEM,Under-Votes,102,12.70%
Benton,PRECINCT 06,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 06,State Senate,8,DEM,Total Votes Cast,803,
Benton,PRECINCT 07,State Senate,8,DEM,BARBARA ROSS,827,88.26%
Benton,PRECINCT 07,State Senate,8,DEM,Write-Ins,5,0.53%
Benton,PRECINCT 07,State Senate,8,DEM,Total,832,
Benton,PRECINCT 07,State Senate,8,DEM,Under-Votes,105,11.21%
Benton,PRECINCT 07,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 07,State Senate,8,DEM,Total Votes Cast,937,
Benton,PRECINCT 08,State Senate,8,DEM,BARBARA ROSS,789,86.23%
Benton,PRECINCT 08,State Senate,8,DEM,Write-Ins,17,1.86%
Benton,PRECINCT 08,State Senate,8,DEM,Total,806,
Benton,PRECINCT 08,State Senate,8,DEM,Under-Votes,108,11.80%
Benton,PRECINCT 08,State Senate,8,DEM,Over-Votes,1,0.11%
Benton,PRECINCT 08,State Senate,8,DEM,Total Votes Cast,915,
Benton,PRECINCT 09,State Senate,8,DEM,BARBARA ROSS,543,84.71%
Benton,PRECINCT 09,State Senate,8,DEM,Write-Ins,3,0.47%
Benton,PRECINCT 09,State Senate,8,DEM,Total,546,
Benton,PRECINCT 09,State Senate,8,DEM,Under-Votes,94,14.66%
Benton,PRECINCT 09,State Senate,8,DEM,Over-Votes,1,0.16%
Benton,PRECINCT 09,State Senate,8,DEM,Total Votes Cast,641,
Benton,PRECINCT 10,State Senate,8,DEM,BARBARA ROSS,286,82.90%
Benton,PRECINCT 10,State Senate,8,DEM,Write-Ins,2,0.58%
Benton,PRECINCT 10,State Senate,8,DEM,Total,288,
Benton,PRECINCT 10,State Senate,8,DEM,Under-Votes,57,16.52%
Benton,PRECINCT 10,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 10,State Senate,8,DEM,Total Votes Cast,345,
Benton,PRECINCT 11,State Senate,8,DEM,BARBARA ROSS,463,76.66%
Benton,PRECINCT 11,State Senate,8,DEM,Write-Ins,9,1.49%
Benton,PRECINCT 11,State Senate,8,DEM,Total,472,
Benton,PRECINCT 11,State Senate,8,DEM,Under-Votes,132,21.85%
Benton,PRECINCT 11,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 11,State Senate,8,DEM,Total Votes Cast,604,
Benton,PRECINCT 12,State Senate,8,DEM,BARBARA ROSS,12,60.00%
Benton,PRECINCT 12,State Senate,8,DEM,Write-Ins,1,5.00%
Benton,PRECINCT 12,State Senate,8,DEM,Total,13,
Benton,PRECINCT 12,State Senate,8,DEM,Under-Votes,7,35.00%
Benton,PRECINCT 12,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 12,State Senate,8,DEM,Total Votes Cast,20,
Benton,PRECINCT 15,State Senate,8,DEM,BARBARA ROSS,31,88.57%
Benton,PRECINCT 15,State Senate,8,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 15,State Senate,8,DEM,Total,31,
Benton,PRECINCT 15,State Senate,8,DEM,Under-Votes,4,11.43%
Benton,PRECINCT 15,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 15,State Senate,8,DEM,Total Votes Cast,35,
Benton,PRECINCT 16,State Senate,8,DEM,BARBARA ROSS,367,80.66%
Benton,PRECINCT 16,State Senate,8,DEM,Write-Ins,12,2.64%
Benton,PRECINCT 16,State Senate,8,DEM,Total,379,
Benton,PRECINCT 16,State Senate,8,DEM,Under-Votes,76,16.70%
Benton,PRECINCT 16,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 16,State Senate,8,DEM,Total Votes Cast,455,
Benton,PRECINCT 17,State Senate,8,DEM,BARBARA ROSS,541,81.97%
Benton,PRECINCT 17,State Senate,8,DEM,Write-Ins,9,1.36%
Benton,PRECINCT 17,State Senate,8,DEM,Total,550,
Benton,PRECINCT 17,State Senate,8,DEM,Under-Votes,110,16.67%
Benton,PRECINCT 17,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 17,State Senate,8,DEM,Total Votes Cast,660,
Benton,PRECINCT 18,State Senate,8,DEM,BARBARA ROSS,171,74.67%
Benton,PRECINCT 18,State Senate,8,DEM,Write-Ins,6,2.62%
Benton,PRECINCT 18,State Senate,8,DEM,Total,177,
Benton,PRECINCT 18,State Senate,8,DEM,Under-Votes,52,22.71%
Benton,PRECINCT 18,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 18,State Senate,8,DEM,Total Votes Cast,229,
Benton,PRECINCT 19,State Senate,8,DEM,BARBARA ROSS,140,83.83%
Benton,PRECINCT 19,State Senate,8,DEM,Write-Ins,2,1.20%
Benton,PRECINCT 19,State Senate,8,DEM,Total,142,
Benton,PRECINCT 19,State Senate,8,DEM,Under-Votes,25,14.97%
Benton,PRECINCT 19,State Senate,8,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 19,State Senate,8,DEM,Total Votes Cast,167,
Benton,PRECINCT 01,State Senate,8,REP,FRANK MORSE,475,75.64%
Benton,PRECINCT 01,State Senate,8,REP,Write-Ins,2,0.32%
Benton,PRECINCT 01,State Senate,8,REP,Total,477,
Benton,PRECINCT 01,State Senate,8,REP,Under-Votes,151,24.04%
Benton,PRECINCT 01,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 01,State Senate,8,REP,Total Votes Cast,628,
Benton,PRECINCT 02,State Senate,8,REP,FRANK MORSE,83,73.45%
Benton,PRECINCT 02,State Senate,8,REP,Write-Ins,5,4.42%
Benton,PRECINCT 02,State Senate,8,REP,Total,88,
Benton,PRECINCT 02,State Senate,8,REP,Under-Votes,25,22.12%
Benton,PRECINCT 02,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 02,State Senate,8,REP,Total Votes Cast,113,
Benton,PRECINCT 03,State Senate,8,REP,FRANK MORSE,231,72.19%
Benton,PRECINCT 03,State Senate,8,REP,Write-Ins,6,1.88%
Benton,PRECINCT 03,State Senate,8,REP,Total,237,
Benton,PRECINCT 03,State Senate,8,REP,Under-Votes,83,25.94%
Benton,PRECINCT 03,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 03,State Senate,8,REP,Total Votes Cast,320,
Benton,PRECINCT 04,State Senate,8,REP,FRANK MORSE,129,69.35%
Benton,PRECINCT 04,State Senate,8,REP,Write-Ins,2,1.08%
Benton,PRECINCT 04,State Senate,8,REP,Total,131,
Benton,PRECINCT 04,State Senate,8,REP,Under-Votes,55,29.57%
Benton,PRECINCT 04,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 04,State Senate,8,REP,Total Votes Cast,186,
Benton,PRECINCT 05,State Senate,8,REP,FRANK MORSE,137,68.50%
Benton,PRECINCT 05,State Senate,8,REP,Write-Ins,2,1.00%
Benton,PRECINCT 05,State Senate,8,REP,Total,139,
Benton,PRECINCT 05,State Senate,8,REP,Under-Votes,61,30.50%
Benton,PRECINCT 05,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 05,State Senate,8,REP,Total Votes Cast,200,
Benton,PRECINCT 06,State Senate,8,REP,FRANK MORSE,363,73.19%
Benton,PRECINCT 06,State Senate,8,REP,Write-Ins,7,1.41%
Benton,PRECINCT 06,State Senate,8,REP,Total,370,
Benton,PRECINCT 06,State Senate,8,REP,Under-Votes,126,25.40%
Benton,PRECINCT 06,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 06,State Senate,8,REP,Total Votes Cast,496,
Benton,PRECINCT 07,State Senate,8,REP,FRANK MORSE,463,77.17%
Benton,PRECINCT 07,State Senate,8,REP,Write-Ins,5,0.83%
Benton,PRECINCT 07,State Senate,8,REP,Total,468,
Benton,PRECINCT 07,State Senate,8,REP,Under-Votes,132,22.00%
Benton,PRECINCT 07,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 07,State Senate,8,REP,Total Votes Cast,600,
Benton,PRECINCT 08,State Senate,8,REP,FRANK MORSE,594,79.73%
Benton,PRECINCT 08,State Senate,8,REP,Write-Ins,1,0.13%
Benton,PRECINCT 08,State Senate,8,REP,Total,595,
Benton,PRECINCT 08,State Senate,8,REP,Under-Votes,150,20.13%
Benton,PRECINCT 08,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 08,State Senate,8,REP,Total Votes Cast,745,
Benton,PRECINCT 09,State Senate,8,REP,FRANK MORSE,446,78.25%
Benton,PRECINCT 09,State Senate,8,REP,Write-Ins,7,1.23%
Benton,PRECINCT 09,State Senate,8,REP,Total,453,
Benton,PRECINCT 09,State Senate,8,REP,Under-Votes,116,20.35%
Benton,PRECINCT 09,State Senate,8,REP,Over-Votes,1,0.18%
Benton,PRECINCT 09,State Senate,8,REP,Total Votes Cast,570,
Benton,PRECINCT 10,State Senate,8,REP,FRANK MORSE,275,78.35%
Benton,PRECINCT 10,State Senate,8,REP,Write-Ins,1,0.28%
Benton,PRECINCT 10,State Senate,8,REP,Total,276,
Benton,PRECINCT 10,State Senate,8,REP,Under-Votes,74,21.08%
Benton,PRECINCT 10,State Senate,8,REP,Over-Votes,1,0.28%
Benton,PRECINCT 10,State Senate,8,REP,Total Votes Cast,351,
Benton,PRECINCT 11,State Senate,8,REP,FRANK MORSE,773,81.97%
Benton,PRECINCT 11,State Senate,8,REP,Write-Ins,1,0.11%
Benton,PRECINCT 11,State Senate,8,REP,Total,774,
Benton,PRECINCT 11,State Senate,8,REP,Under-Votes,169,17.92%
Benton,PRECINCT 11,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 11,State Senate,8,REP,Total Votes Cast,943,
Benton,PRECINCT 12,State Senate,8,REP,FRANK MORSE,44,73.33%
Benton,PRECINCT 12,State Senate,8,REP,Write-Ins,1,1.67%
Benton,PRECINCT 12,State Senate,8,REP,Total,45,
Benton,PRECINCT 12,State Senate,8,REP,Under-Votes,15,25.00%
Benton,PRECINCT 12,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 12,State Senate,8,REP,Total Votes Cast,60,
Benton,PRECINCT 15,State Senate,8,REP,FRANK MORSE,25,71.43%
Benton,PRECINCT 15,State Senate,8,REP,Write-Ins,0,0.00%
Benton,PRECINCT 15,State Senate,8,REP,Total,25,
Benton,PRECINCT 15,State Senate,8,REP,Under-Votes,10,28.57%
Benton,PRECINCT 15,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 15,State Senate,8,REP,Total Votes Cast,35,
Benton,PRECINCT 16,State Senate,8,REP,FRANK MORSE,330,78.57%
Benton,PRECINCT 16,State Senate,8,REP,Write-Ins,4,0.95%
Benton,PRECINCT 16,State Senate,8,REP,Total,334,
Benton,PRECINCT 16,State Senate,8,REP,Under-Votes,86,20.48%
Benton,PRECINCT 16,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 16,State Senate,8,REP,Total Votes Cast,420,
Benton,PRECINCT 17,State Senate,8,REP,FRANK MORSE,417,75.68%
Benton,PRECINCT 17,State Senate,8,REP,Write-Ins,3,0.54%
Benton,PRECINCT 17,State Senate,8,REP,Total,420,
Benton,PRECINCT 17,State Senate,8,REP,Under-Votes,131,23.77%
Benton,PRECINCT 17,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 17,State Senate,8,REP,Total Votes Cast,551,
Benton,PRECINCT 18,State Senate,8,REP,FRANK MORSE,272,80.71%
Benton,PRECINCT 18,State Senate,8,REP,Write-Ins,2,0.59%
Benton,PRECINCT 18,State Senate,8,REP,Total,274,
Benton,PRECINCT 18,State Senate,8,REP,Under-Votes,63,18.69%
Benton,PRECINCT 18,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 18,State Senate,8,REP,Total Votes Cast,337,
Benton,PRECINCT 19,State Senate,8,REP,FRANK MORSE,107,81.68%
Benton,PRECINCT 19,State Senate,8,REP,Write-Ins,0,0.00%
Benton,PRECINCT 19,State Senate,8,REP,Total,107,
Benton,PRECINCT 19,State Senate,8,REP,Under-Votes,24,18.32%
Benton,PRECINCT 19,State Senate,8,REP,Over-Votes,0,0.00%
Benton,PRECINCT 19,State Senate,8,REP,Total Votes Cast,131,
Benton,PRECINCT 11,State House,15,DEM,JOSEPH NOVAK,391,64.74%
Benton,PRECINCT 11,State House,15,DEM,LARRY J. JOHNSON,155,25.66%
Benton,PRECINCT 11,State House,15,DEM,Write-Ins,2,0.33%
Benton,PRECINCT 11,State House,15,DEM,Total,548,
Benton,PRECINCT 11,State House,15,DEM,Under-Votes,56,9.27%
Benton,PRECINCT 11,State House,15,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 11,State House,15,DEM,Total Votes Cast,604,
Benton,PRECINCT 12,State House,15,DEM,JOSEPH NOVAK,8,40.00%
Benton,PRECINCT 12,State House,15,DEM,LARRY J. JOHNSON,6,30.00%
Benton,PRECINCT 12,State House,15,DEM,Write-Ins,1,5.00%
Benton,PRECINCT 12,State House,15,DEM,Total,15,
Benton,PRECINCT 12,State House,15,DEM,Under-Votes,5,25.00%
Benton,PRECINCT 12,State House,15,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 12,State House,15,DEM,Total Votes Cast,20,
Benton,PRECINCT 17,State House,15,DEM,JOSEPH NOVAK,310,46.97%
Benton,PRECINCT 17,State House,15,DEM,LARRY J. JOHNSON,156,23.64%
Benton,PRECINCT 17,State House,15,DEM,Write-Ins,6,0.91%
Benton,PRECINCT 17,State House,15,DEM,Total,472,
Benton,PRECINCT 17,State House,15,DEM,Under-Votes,188,28.48%
Benton,PRECINCT 17,State House,15,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 17,State House,15,DEM,Total Votes Cast,660,
Benton,PRECINCT 18,State House,15,DEM,JOSEPH NOVAK,155,67.69%
Benton,PRECINCT 18,State House,15,DEM,LARRY J. JOHNSON,47,20.52%
Benton,PRECINCT 18,State House,15,DEM,Write-Ins,3,1.31%
Benton,PRECINCT 18,State House,15,DEM,Total,205,
Benton,PRECINCT 18,State House,15,DEM,Under-Votes,24,10.48%
Benton,PRECINCT 18,State House,15,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 18,State House,15,DEM,Total Votes Cast,229,
Benton,PRECINCT 11,State House,15,REP,BETSY L. CLOSE,770,81.65%
Benton,PRECINCT 11,State House,15,REP,Write-Ins,13,1.38%
Benton,PRECINCT 11,State House,15,REP,Total,783,
Benton,PRECINCT 11,State House,15,REP,Under-Votes,158,16.76%
Benton,PRECINCT 11,State House,15,REP,Over-Votes,2,0.21%
Benton,PRECINCT 11,State House,15,REP,Total Votes Cast,943,
Benton,PRECINCT 12,State House,15,REP,BETSY L. CLOSE,47,78.33%
Benton,PRECINCT 12,State House,15,REP,Write-Ins,1,1.67%
Benton,PRECINCT 12,State House,15,REP,Total,48,
Benton,PRECINCT 12,State House,15,REP,Under-Votes,12,20.00%
Benton,PRECINCT 12,State House,15,REP,Over-Votes,0,0.00%
Benton,PRECINCT 12,State House,15,REP,Total Votes Cast,60,
Benton,PRECINCT 17,State House,15,REP,BETSY L. CLOSE,429,77.86%
Benton,PRECINCT 17,State House,15,REP,Write-Ins,2,0.36%
Benton,PRECINCT 17,State House,15,REP,Total,431,
Benton,PRECINCT 17,State House,15,REP,Under-Votes,120,21.78%
Benton,PRECINCT 17,State House,15,REP,Over-Votes,0,0.00%
Benton,PRECINCT 17,State House,15,REP,Total Votes Cast,551,
Benton,PRECINCT 18,State House,15,REP,BETSY L. CLOSE,274,81.31%
Benton,PRECINCT 18,State House,15,REP,Write-Ins,3,0.89%
Benton,PRECINCT 18,State House,15,REP,Total,277,
Benton,PRECINCT 18,State House,15,REP,Under-Votes,60,17.80%
Benton,PRECINCT 18,State House,15,REP,Over-Votes,0,0.00%
Benton,PRECINCT 18,State House,15,REP,Total Votes Cast,337,
Benton,PRECINCT 01,State House,16,DEM,KELLEY WIRTH,562,80.98%
Benton,PRECINCT 01,State House,16,DEM,Write-Ins,6,0.86%
Benton,PRECINCT 01,State House,16,DEM,Total,568,
Benton,PRECINCT 01,State House,16,DEM,Under-Votes,126,18.16%
Benton,PRECINCT 01,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 01,State House,16,DEM,Total Votes Cast,694,
Benton,PRECINCT 02,State House,16,DEM,KELLEY WIRTH,168,78.14%
Benton,PRECINCT 02,State House,16,DEM,Write-Ins,1,0.47%
Benton,PRECINCT 02,State House,16,DEM,Total,169,
Benton,PRECINCT 02,State House,16,DEM,Under-Votes,46,21.40%
Benton,PRECINCT 02,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 02,State House,16,DEM,Total Votes Cast,215,
Benton,PRECINCT 03,State House,16,DEM,KELLEY WIRTH,425,82.68%
Benton,PRECINCT 03,State House,16,DEM,Write-Ins,6,1.17%
Benton,PRECINCT 03,State House,16,DEM,Total,431,
Benton,PRECINCT 03,State House,16,DEM,Under-Votes,83,16.15%
Benton,PRECINCT 03,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 03,State House,16,DEM,Total Votes Cast,514,
Benton,PRECINCT 04,State House,16,DEM,KELLEY WIRTH,300,83.33%
Benton,PRECINCT 04,State House,16,DEM,Write-Ins,2,0.56%
Benton,PRECINCT 04,State House,16,DEM,Total,302,
Benton,PRECINCT 04,State House,16,DEM,Under-Votes,58,16.11%
Benton,PRECINCT 04,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 04,State House,16,DEM,Total Votes Cast,360,
Benton,PRECINCT 05,State House,16,DEM,KELLEY WIRTH,452,85.44%
Benton,PRECINCT 05,State House,16,DEM,Write-Ins,5,0.95%
Benton,PRECINCT 05,State House,16,DEM,Total,457,
Benton,PRECINCT 05,State House,16,DEM,Under-Votes,72,13.61%
Benton,PRECINCT 05,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 05,State House,16,DEM,Total Votes Cast,529,
Benton,PRECINCT 06,State House,16,DEM,KELLEY WIRTH,685,85.31%
Benton,PRECINCT 06,State House,16,DEM,Write-Ins,4,0.50%
Benton,PRECINCT 06,State House,16,DEM,Total,689,
Benton,PRECINCT 06,State House,16,DEM,Under-Votes,114,14.20%
Benton,PRECINCT 06,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 06,State House,16,DEM,Total Votes Cast,803,
Benton,PRECINCT 07,State House,16,DEM,KELLEY WIRTH,834,89.01%
Benton,PRECINCT 07,State House,16,DEM,Write-Ins,4,0.43%
Benton,PRECINCT 07,State House,16,DEM,Total,838,
Benton,PRECINCT 07,State House,16,DEM,Under-Votes,99,10.57%
Benton,PRECINCT 07,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 07,State House,16,DEM,Total Votes Cast,937,
Benton,PRECINCT 08,State House,16,DEM,KELLEY WIRTH,784,85.68%
Benton,PRECINCT 08,State House,16,DEM,Write-Ins,10,1.09%
Benton,PRECINCT 08,State House,16,DEM,Total,794,
Benton,PRECINCT 08,State House,16,DEM,Under-Votes,121,13.22%
Benton,PRECINCT 08,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 08,State House,16,DEM,Total Votes Cast,915,
Benton,PRECINCT 09,State House,16,DEM,KELLEY WIRTH,534,83.31%
Benton,PRECINCT 09,State House,16,DEM,Write-Ins,2,0.31%
Benton,PRECINCT 09,State House,16,DEM,Total,536,
Benton,PRECINCT 09,State House,16,DEM,Under-Votes,104,16.22%
Benton,PRECINCT 09,State House,16,DEM,Over-Votes,1,0.16%
Benton,PRECINCT 09,State House,16,DEM,Total Votes Cast,641,
Benton,PRECINCT 10,State House,16,DEM,KELLEY WIRTH,281,81.45%
Benton,PRECINCT 10,State House,16,DEM,Write-Ins,4,1.16%
Benton,PRECINCT 10,State House,16,DEM,Total,285,
Benton,PRECINCT 10,State House,16,DEM,Under-Votes,60,17.39%
Benton,PRECINCT 10,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 10,State House,16,DEM,Total Votes Cast,345,
Benton,PRECINCT 15,State House,16,DEM,KELLEY WIRTH,27,77.14%
Benton,PRECINCT 15,State House,16,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 15,State House,16,DEM,Total,27,
Benton,PRECINCT 15,State House,16,DEM,Under-Votes,8,22.86%
Benton,PRECINCT 15,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 15,State House,16,DEM,Total Votes Cast,35,
Benton,PRECINCT 16,State House,16,DEM,KELLEY WIRTH,358,78.68%
Benton,PRECINCT 16,State House,16,DEM,Write-Ins,7,1.54%
Benton,PRECINCT 16,State House,16,DEM,Total,365,
Benton,PRECINCT 16,State House,16,DEM,Under-Votes,90,19.78%
Benton,PRECINCT 16,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 16,State House,16,DEM,Total Votes Cast,455,
Benton,PRECINCT 19,State House,16,DEM,KELLEY WIRTH,123,73.65%
Benton,PRECINCT 19,State House,16,DEM,Write-Ins,2,1.20%
Benton,PRECINCT 19,State House,16,DEM,Total,125,
Benton,PRECINCT 19,State House,16,DEM,Under-Votes,42,25.15%
Benton,PRECINCT 19,State House,16,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 19,State House,16,DEM,Total Votes Cast,167,
Benton,PRECINCT 01,State House,16,REP,SCOTT BISSON,429,68.31%
Benton,PRECINCT 01,State House,16,REP,Write-Ins,1,0.16%
Benton,PRECINCT 01,State House,16,REP,Total,430,
Benton,PRECINCT 01,State House,16,REP,Under-Votes,198,31.53%
Benton,PRECINCT 01,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 01,State House,16,REP,Total Votes Cast,628,
Benton,PRECINCT 02,State House,16,REP,SCOTT BISSON,85,75.22%
Benton,PRECINCT 02,State House,16,REP,Write-Ins,3,2.65%
Benton,PRECINCT 02,State House,16,REP,Total,88,
Benton,PRECINCT 02,State House,16,REP,Under-Votes,25,22.12%
Benton,PRECINCT 02,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 02,State House,16,REP,Total Votes Cast,113,
Benton,PRECINCT 03,State House,16,REP,SCOTT BISSON,217,67.81%
Benton,PRECINCT 03,State House,16,REP,Write-Ins,6,1.88%
Benton,PRECINCT 03,State House,16,REP,Total,223,
Benton,PRECINCT 03,State House,16,REP,Under-Votes,97,30.31%
Benton,PRECINCT 03,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 03,State House,16,REP,Total Votes Cast,320,
Benton,PRECINCT 04,State House,16,REP,SCOTT BISSON,116,62.37%
Benton,PRECINCT 04,State House,16,REP,Write-Ins,1,0.54%
Benton,PRECINCT 04,State House,16,REP,Total,117,
Benton,PRECINCT 04,State House,16,REP,Under-Votes,69,37.10%
Benton,PRECINCT 04,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 04,State House,16,REP,Total Votes Cast,186,
Benton,PRECINCT 05,State House,16,REP,SCOTT BISSON,132,66.00%
Benton,PRECINCT 05,State House,16,REP,Write-Ins,1,0.50%
Benton,PRECINCT 05,State House,16,REP,Total,133,
Benton,PRECINCT 05,State House,16,REP,Under-Votes,67,33.50%
Benton,PRECINCT 05,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 05,State House,16,REP,Total Votes Cast,200,
Benton,PRECINCT 06,State House,16,REP,SCOTT BISSON,351,70.77%
Benton,PRECINCT 06,State House,16,REP,Write-Ins,3,0.60%
Benton,PRECINCT 06,State House,16,REP,Total,354,
Benton,PRECINCT 06,State House,16,REP,Under-Votes,142,28.63%
Benton,PRECINCT 06,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 06,State House,16,REP,Total Votes Cast,496,
Benton,PRECINCT 07,State House,16,REP,SCOTT BISSON,433,72.17%
Benton,PRECINCT 07,State House,16,REP,Write-Ins,5,0.83%
Benton,PRECINCT 07,State House,16,REP,Total,438,
Benton,PRECINCT 07,State House,16,REP,Under-Votes,162,27.00%
Benton,PRECINCT 07,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 07,State House,16,REP,Total Votes Cast,600,
Benton,PRECINCT 08,State House,16,REP,SCOTT BISSON,529,71.01%
Benton,PRECINCT 08,State House,16,REP,Write-Ins,3,0.40%
Benton,PRECINCT 08,State House,16,REP,Total,532,
Benton,PRECINCT 08,State House,16,REP,Under-Votes,212,28.46%
Benton,PRECINCT 08,State House,16,REP,Over-Votes,1,0.13%
Benton,PRECINCT 08,State House,16,REP,Total Votes Cast,745,
Benton,PRECINCT 09,State House,16,REP,SCOTT BISSON,413,72.46%
Benton,PRECINCT 09,State House,16,REP,Write-Ins,4,0.70%
Benton,PRECINCT 09,State House,16,REP,Total,417,
Benton,PRECINCT 09,State House,16,REP,Under-Votes,153,26.84%
Benton,PRECINCT 09,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 09,State House,16,REP,Total Votes Cast,570,
Benton,PRECINCT 10,State House,16,REP,SCOTT BISSON,259,73.79%
Benton,PRECINCT 10,State House,16,REP,Write-Ins,4,1.14%
Benton,PRECINCT 10,State House,16,REP,Total,263,
Benton,PRECINCT 10,State House,16,REP,Under-Votes,88,25.07%
Benton,PRECINCT 10,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 10,State House,16,REP,Total Votes Cast,351,
Benton,PRECINCT 15,State House,16,REP,SCOTT BISSON,20,57.14%
Benton,PRECINCT 15,State House,16,REP,Write-Ins,0,0.00%
Benton,PRECINCT 15,State House,16,REP,Total,20,
Benton,PRECINCT 15,State House,16,REP,Under-Votes,15,42.86%
Benton,PRECINCT 15,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 15,State House,16,REP,Total Votes Cast,35,
Benton,PRECINCT 16,State House,16,REP,SCOTT BISSON,291,69.29%
Benton,PRECINCT 16,State House,16,REP,Write-Ins,9,2.14%
Benton,PRECINCT 16,State House,16,REP,Total,300,
Benton,PRECINCT 16,State House,16,REP,Under-Votes,120,28.57%
Benton,PRECINCT 16,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 16,State House,16,REP,Total Votes Cast,420,
Benton,PRECINCT 19,State House,16,REP,SCOTT BISSON,99,75.57%
