county,precinct,office,district,party,candidate,total_ballots,votes,over_votes_with_candidate,under_votes_without_candidate,votes_for_others
Multnomah,4704,U.S. Senate,,IND,Marvin Sandnes,93,6,0,53,34
Multnomah,4705,U.S. Senate,,IND,Marvin Sandnes,93,8,0,42,43
Multnomah,4706,U.S. Senate,,IND,Marvin Sandnes,60,5,0,22,33
Multnomah,4707,U.S. Senate,,IND,Marvin Sandnes,31,4,0,12,15
Multnomah,4708,U.S. Senate,,IND,Marvin Sandnes,41,2,0,18,21
Multnomah,4709,U.S. Senate,,IND,Marvin Sandnes,35,5,0,18,12
Multnomah,4710,U.S. Senate,,IND,Marvin Sandnes,58,9,0,20,29
Multnomah,4801,U.S. Senate,,IND,Marvin Sandnes,21,0,0,14,7
Multnomah,4803,U.S. Senate,,IND,Marvin Sandnes,106,15,0,38,53
Multnomah,4804,U.S. Senate,,IND,Marvin Sandnes,29,4,0,12,13
Multnomah,4805,U.S. Senate,,IND,Marvin Sandnes,6,0,0,4,2
Multnomah,4806,U.S. Senate,,IND,Marvin Sandnes,18,1,0,10,7
Multnomah,4807,U.S. Senate,,IND,Marvin Sandnes,36,4,0,18,14
Multnomah,4901,U.S. Senate,,IND,Marvin Sandnes,3,0,0,2,1
Multnomah,4902,U.S. Senate,,IND,Marvin Sandnes,1,0,0,1,0
Multnomah,4903,U.S. Senate,,IND,Marvin Sandnes,72,5,0,30,37
Multnomah,4904,U.S. Senate,,IND,Marvin Sandnes,160,19,0,60,81
Multnomah,4905,U.S. Senate,,IND,Marvin Sandnes,7,1,0,5,1
Multnomah,4906,U.S. Senate,,IND,Marvin Sandnes,23,1,0,12,10
Multnomah,4907,U.S. Senate,,IND,Marvin Sandnes,5,0,0,2,3
Multnomah,4908,U.S. Senate,,IND,Marvin Sandnes,24,1,0,9,14
Multnomah,4909,U.S. Senate,,IND,Marvin Sandnes,80,8,0,26,46
Multnomah,4910,U.S. Senate,,IND,Marvin Sandnes,46,5,0,20,21
Multnomah,4911,U.S. Senate,,IND,Marvin Sandnes,67,12,0,21,34
Multnomah,5001,U.S. Senate,,IND,Marvin Sandnes,54,11,0,23,20
Multnomah,5002,U.S. Senate,,IND,Marvin Sandnes,123,7,0,46,70
Multnomah,5003,U.S. Senate,,IND,Marvin Sandnes,21,1,0,7,13
Multnomah,5004,U.S. Senate,,IND,Marvin Sandnes,111,15,0,48,48
Multnomah,5006,U.S. Senate,,IND,Marvin Sandnes,68,8,0,33,27
Multnomah,5007,U.S. Senate,,IND,Marvin Sandnes,67,8,0,32,27
Multnomah,5008,U.S. Senate,,IND,Marvin Sandnes,55,9,0,27,19
Multnomah,5009,U.S. Senate,,IND,Marvin Sandnes,11,0,0,5,6
Multnomah,5101,U.S. Senate,,IND,Marvin Sandnes,11,0,0,2,9
Multnomah,5102,U.S. Senate,,IND,Marvin Sandnes,73,10,1,25,37
Multnomah,5103,U.S. Senate,,IND,Marvin Sandnes,45,7,0,12,26
Multnomah,5104,U.S. Senate,,IND,Marvin Sandnes,61,5,0,35,21
Multnomah,5105,U.S. Senate,,IND,Marvin Sandnes,11,0,0,7,4
Multnomah,5106,U.S. Senate,,IND,Marvin Sandnes,27,3,0,13,11
Multnomah,5107,U.S. Senate,,IND,Marvin Sandnes,11,1,0,4,6
Multnomah,5202,U.S. Senate,,IND,Marvin Sandnes,83,4,0,54,25
Multnomah,5203,U.S. Senate,,IND,Marvin Sandnes,35,2,0,19,14
Multnomah,5204,U.S. Senate,,IND,Marvin Sandnes,61,3,0,34,24
Multnomah,2701,U.S. Senate,,IND,Write-ins,12,1,0,7,4
Multnomah,2702,U.S. Senate,,IND,Write-ins,3,0,0,3,0
Multnomah,3101,U.S. Senate,,IND,Write-ins,18,2,0,9,7
Multnomah,3102,U.S. Senate,,IND,Write-ins,27,7,0,17,3
Multnomah,3103,U.S. Senate,,IND,Write-ins,8,1,0,4,3
Multnomah,3301,U.S. Senate,,IND,Write-ins,168,33,0,100,35
Multnomah,3303,U.S. Senate,,IND,Write-ins,67,9,0,40,18
Multnomah,3304,U.S. Senate,,IND,Write-ins,8,0,0,2,6
Multnomah,3501,U.S. Senate,,IND,Write-ins,13,3,0,6,4
Multnomah,3502,U.S. Senate,,IND,Write-ins,98,28,0,49,21
Multnomah,3602,U.S. Senate,,IND,Write-ins,89,22,0,47,20
Multnomah,3603,U.S. Senate,,IND,Write-ins,142,38,0,53,51
Multnomah,3604,U.S. Senate,,IND,Write-ins,2,0,0,2,0
Multnomah,3605,U.S. Senate,,IND,Write-ins,51,9,0,33,9
Multnomah,3606,U.S. Senate,,IND,Write-ins,28,6,0,16,6
Multnomah,3607,U.S. Senate,,IND,Write-ins,118,22,0,74,22
Multnomah,3608,U.S. Senate,,IND,Write-ins,98,17,0,66,15
Multnomah,3609,U.S. Senate,,IND,Write-ins,7,3,0,4,0
Multnomah,3610,U.S. Senate,,IND,Write-ins,56,10,0,35,11
Multnomah,3611,U.S. Senate,,IND,Write-ins,98,18,0,62,18
Multnomah,3612,U.S. Senate,,IND,Write-ins,122,28,0,57,37
Multnomah,3801,U.S. Senate,,IND,Write-ins,1,0,0,1,0
Multnomah,3802,U.S. Senate,,IND,Write-ins,146,29,0,94,23
Multnomah,3803,U.S. Senate,,IND,Write-ins,104,27,0,44,33
Multnomah,3804,U.S. Senate,,IND,Write-ins,27,5,0,12,10
Multnomah,3805,U.S. Senate,,IND,Write-ins,18,7,0,6,5
Multnomah,3806,U.S. Senate,,IND,Write-ins,30,7,0,14,9
Multnomah,3807,U.S. Senate,,IND,Write-ins,16,4,0,10,2
Multnomah,3808,U.S. Senate,,IND,Write-ins,4,1,0,3,0
Multnomah,4101,U.S. Senate,,IND,Write-ins,110,23,0,65,22
Multnomah,4102,U.S. Senate,,IND,Write-ins,76,13,0,45,18
Multnomah,4103,U.S. Senate,,IND,Write-ins,63,9,0,46,8
Multnomah,4203,U.S. Senate,,IND,Write-ins,109,32,0,38,39
Multnomah,4204,U.S. Senate,,IND,Write-ins,103,22,0,52,29
Multnomah,4205,U.S. Senate,,IND,Write-ins,50,15,0,31,4
Multnomah,4207,U.S. Senate,,IND,Write-ins,58,16,0,21,21
Multnomah,4208,U.S. Senate,,IND,Write-ins,46,9,0,22,15
Multnomah,4209,U.S. Senate,,IND,Write-ins,100,20,0,52,28
Multnomah,4210,U.S. Senate,,IND,Write-ins,146,30,0,72,44
Multnomah,4301,U.S. Senate,,IND,Write-ins,86,19,0,43,24
Multnomah,4302,U.S. Senate,,IND,Write-ins,106,23,0,49,34
Multnomah,4304,U.S. Senate,,IND,Write-ins,94,22,0,52,20
Multnomah,4305,U.S. Senate,,IND,Write-ins,142,36,0,71,35
Multnomah,4306,U.S. Senate,,IND,Write-ins,26,7,0,15,4
Multnomah,4310,U.S. Senate,,IND,Write-ins,95,12,0,55,28
Multnomah,4401,U.S. Senate,,IND,Write-ins,145,30,0,71,44
Multnomah,4402,U.S. Senate,,IND,Write-ins,147,32,0,69,46
Multnomah,4403,U.S. Senate,,IND,Write-ins,104,20,0,44,40
Multnomah,4404,U.S. Senate,,IND,Write-ins,141,37,0,56,48
Multnomah,4409,U.S. Senate,,IND,Write-ins,37,10,0,17,10
Multnomah,4501,U.S. Senate,,IND,Write-ins,168,40,0,97,31
Multnomah,4502,U.S. Senate,,IND,Write-ins,65,12,0,37,16
Multnomah,4503,U.S. Senate,,IND,Write-ins,54,16,0,26,12
Multnomah,4505,U.S. Senate,,IND,Write-ins,103,26,0,56,21
Multnomah,4506,U.S. Senate,,IND,Write-ins,51,10,0,23,18
Multnomah,4508,U.S. Senate,,IND,Write-ins,71,21,0,26,24
Multnomah,4509,U.S. Senate,,IND,Write-ins,48,8,0,28,12
Multnomah,4510,U.S. Senate,,IND,Write-ins,32,8,0,17,7
Multnomah,4511,U.S. Senate,,IND,Write-ins,38,6,0,22,10
Multnomah,4512,U.S. Senate,,IND,Write-ins,9,1,0,5,3
Multnomah,4601,U.S. Senate,,IND,Write-ins,141,30,0,73,38
Multnomah,4602,U.S. Senate,,IND,Write-ins,54,10,0,29,15
Multnomah,4604,U.S. Senate,,IND,Write-ins,78,16,0,34,28
Multnomah,4605,U.S. Senate,,IND,Write-ins,70,14,0,38,18
Multnomah,4606,U.S. Senate,,IND,Write-ins,141,20,0,75,46
Multnomah,4607,U.S. Senate,,IND,Write-ins,62,7,0,35,20
Multnomah,4608,U.S. Senate,,IND,Write-ins,27,4,0,12,11
Multnomah,4701,U.S. Senate,,IND,Write-ins,45,9,0,16,20
Multnomah,4702,U.S. Senate,,IND,Write-ins,14,1,0,9,4
Multnomah,4703,U.S. Senate,,IND,Write-ins,41,10,0,19,12
Multnomah,4704,U.S. Senate,,IND,Write-ins,93,21,0,53,19
Multnomah,4705,U.S. Senate,,IND,Write-ins,93,20,0,42,31
Multnomah,4706,U.S. Senate,,IND,Write-ins,60,12,0,22,26
Multnomah,4707,U.S. Senate,,IND,Write-ins,31,7,0,12,12
Multnomah,4708,U.S. Senate,,IND,Write-ins,41,6,0,18,17
Multnomah,4709,U.S. Senate,,IND,Write-ins,35,3,0,18,14
Multnomah,4710,U.S. Senate,,IND,Write-ins,58,13,0,20,25
Multnomah,4801,U.S. Senate,,IND,Write-ins,21,5,0,14,2
Multnomah,4803,U.S. Senate,,IND,Write-ins,106,24,0,38,44
Multnomah,4804,U.S. Senate,,IND,Write-ins,29,10,0,12,7
Multnomah,4805,U.S. Senate,,IND,Write-ins,6,1,0,4,1
Multnomah,4806,U.S. Senate,,IND,Write-ins,18,3,0,10,5
Multnomah,4807,U.S. Senate,,IND,Write-ins,36,6,0,18,12
Multnomah,4901,U.S. Senate,,IND,Write-ins,3,0,0,2,1
Multnomah,4902,U.S. Senate,,IND,Write-ins,1,0,0,1,0
Multnomah,4903,U.S. Senate,,IND,Write-ins,72,11,0,30,31
Multnomah,4904,U.S. Senate,,IND,Write-ins,160,34,0,60,66
Multnomah,4905,U.S. Senate,,IND,Write-ins,7,0,0,5,2
Multnomah,4906,U.S. Senate,,IND,Write-ins,23,3,0,12,8
Multnomah,4907,U.S. Senate,,IND,Write-ins,5,2,0,2,1
Multnomah,4908,U.S. Senate,,IND,Write-ins,24,8,0,9,7
Multnomah,4909,U.S. Senate,,IND,Write-ins,80,17,0,26,37
Multnomah,4910,U.S. Senate,,IND,Write-ins,46,12,0,20,14
Multnomah,4911,U.S. Senate,,IND,Write-ins,67,14,0,21,32
Multnomah,5001,U.S. Senate,,IND,Write-ins,54,9,0,23,22
Multnomah,5002,U.S. Senate,,IND,Write-ins,123,27,0,46,50
Multnomah,5003,U.S. Senate,,IND,Write-ins,21,5,0,7,9
Multnomah,5004,U.S. Senate,,IND,Write-ins,111,20,0,48,43
Multnomah,5006,U.S. Senate,,IND,Write-ins,68,13,0,33,22
Multnomah,5007,U.S. Senate,,IND,Write-ins,67,8,0,32,27
Multnomah,5008,U.S. Senate,,IND,Write-ins,55,11,0,27,17
Multnomah,5009,U.S. Senate,,IND,Write-ins,11,3,0,5,3
Multnomah,5101,U.S. Senate,,IND,Write-ins,11,4,0,2,5
Multnomah,5102,U.S. Senate,,IND,Write-ins,73,16,1,25,31
Multnomah,5103,U.S. Senate,,IND,Write-ins,45,16,0,12,17
Multnomah,5104,U.S. Senate,,IND,Write-ins,61,12,0,35,14
Multnomah,5105,U.S. Senate,,IND,Write-ins,11,2,0,7,2
Multnomah,5106,U.S. Senate,,IND,Write-ins,27,5,0,13,9
Multnomah,5107,U.S. Senate,,IND,Write-ins,11,2,0,4,5
Multnomah,5202,U.S. Senate,,IND,Write-ins,83,15,0,54,14
Multnomah,5203,U.S. Senate,,IND,Write-ins,35,7,0,19,9
Multnomah,5204,U.S. Senate,,IND,Write-ins,61,14,0,34,13
Multnomah,2701,U.S. House,1,IND,Write-ins,1,0,0,1,0
Multnomah,3101,U.S. House,1,IND,Write-ins,18,2,0,16,0
Multnomah,3102,U.S. House,1,IND,Write-ins,27,6,0,21,0
Multnomah,3103,U.S. House,1,IND,Write-ins,8,1,0,7,0
Multnomah,3301,U.S. House,1,IND,Write-ins,168,25,0,143,0
Multnomah,3303,U.S. House,1,IND,Write-ins,67,8,0,59,0
Multnomah,3304,U.S. House,1,IND,Write-ins,8,1,0,7,0
Multnomah,3502,U.S. House,1,IND,Write-ins,85,21,0,64,0
Multnomah,3602,U.S. House,1,IND,Write-ins,89,17,0,72,0
Multnomah,3610,U.S. House,1,IND,Write-ins,56,9,0,47,0
Multnomah,3611,U.S. House,1,IND,Write-ins,98,13,0,85,0
Multnomah,2701,U.S. House,3,IND,David W Walker,11,1,0,9,1
Multnomah,2702,U.S. House,3,IND,David W Walker,3,0,0,3,0
Multnomah,3502,U.S. House,3,IND,David W Walker,13,4,0,8,1
Multnomah,3603,U.S. House,3,IND,David W Walker,142,56,0,64,22
Multnomah,3604,U.S. House,3,IND,David W Walker,2,0,0,2,0
Multnomah,3605,U.S. House,3,IND,David W Walker,51,9,0,38,4
Multnomah,3606,U.S. House,3,IND,David W Walker,28,9,0,16,3
Multnomah,3607,U.S. House,3,IND,David W Walker,118,28,0,71,19
Multnomah,3608,U.S. House,3,IND,David W Walker,98,22,0,63,13
Multnomah,3609,U.S. House,3,IND,David W Walker,7,0,0,4,3
Multnomah,3612,U.S. House,3,IND,David W Walker,122,40,0,65,17
Multnomah,3801,U.S. House,3,IND,David W Walker,1,0,0,1,0
Multnomah,3802,U.S. House,3,IND,David W Walker,146,36,0,91,19
Multnomah,3803,U.S. House,3,IND,David W Walker,104,34,0,47,23
Multnomah,3804,U.S. House,3,IND,David W Walker,27,12,0,12,3
Multnomah,3806,U.S. House,3,IND,David W Walker,5,0,0,4,1
Multnomah,3807,U.S. House,3,IND,David W Walker,16,3,0,10,3
Multnomah,3808,U.S. House,3,IND,David W Walker,4,0,0,4,0
Multnomah,4101,U.S. House,3,IND,David W Walker,110,25,0,67,18
Multnomah,4102,U.S. House,3,IND,David W Walker,76,21,0,48,7
Multnomah,4103,U.S. House,3,IND,David W Walker,63,10,0,47,6
Multnomah,4203,U.S. House,3,IND,David W Walker,109,45,0,42,22
Multnomah,4204,U.S. House,3,IND,David W Walker,103,33,0,54,16
Multnomah,4205,U.S. House,3,IND,David W Walker,50,7,0,31,12
Multnomah,4207,U.S. House,3,IND,David W Walker,58,19,0,29,10
Multnomah,4208,U.S. House,3,IND,David W Walker,46,15,0,26,5
Multnomah,4209,U.S. House,3,IND,David W Walker,100,31,0,58,11
Multnomah,4210,U.S. House,3,IND,David W Walker,146,54,0,75,17
Multnomah,4301,U.S. House,3,IND,David W Walker,86,29,0,46,11
Multnomah,4302,U.S. House,3,IND,David W Walker,106,30,0,59,17
Multnomah,4304,U.S. House,3,IND,David W Walker,94,29,0,55,10
Multnomah,4305,U.S. House,3,IND,David W Walker,142,35,0,78,29
Multnomah,4306,U.S. House,3,IND,David W Walker,26,4,0,16,6
Multnomah,4310,U.S. House,3,IND,David W Walker,95,30,0,58,7
Multnomah,4401,U.S. House,3,IND,David W Walker,145,50,0,77,18
Multnomah,4402,U.S. House,3,IND,David W Walker,147,51,0,81,15
Multnomah,4403,U.S. House,3,IND,David W Walker,104,34,0,57,13
Multnomah,4404,U.S. House,3,IND,David W Walker,141,51,0,70,20
Multnomah,4409,U.S. House,3,IND,David W Walker,37,9,0,23,5
Multnomah,4501,U.S. House,3,IND,David W Walker,168,35,0,101,32
Multnomah,4502,U.S. House,3,IND,David W Walker,65,17,0,40,8
Multnomah,4503,U.S. House,3,IND,David W Walker,54,11,0,32,11
Multnomah,4505,U.S. House,3,IND,David W Walker,103,27,0,62,14
Multnomah,4506,U.S. House,3,IND,David W Walker,51,17,0,27,7
Multnomah,4508,U.S. House,3,IND,David W Walker,71,25,0,37,9
Multnomah,4509,U.S. House,3,IND,David W Walker,48,16,0,30,2
Multnomah,4510,U.S. House,3,IND,David W Walker,32,5,0,22,5
Multnomah,4511,U.S. House,3,IND,David W Walker,38,10,0,27,1
Multnomah,4512,U.S. House,3,IND,David W Walker,9,3,0,5,1
Multnomah,4601,U.S. House,3,IND,David W Walker,141,43,0,78,20
Multnomah,4602,U.S. House,3,IND,David W Walker,54,13,0,34,7
Multnomah,4604,U.S. House,3,IND,David W Walker,78,29,0,40,9
Multnomah,4605,U.S. House,3,IND,David W Walker,70,24,0,39,7
Multnomah,4606,U.S. House,3,IND,David W Walker,141,49,0,81,11
Multnomah,4607,U.S. House,3,IND,David W Walker,62,25,0,34,3
Multnomah,4608,U.S. House,3,IND,David W Walker,27,9,0,16,2
Multnomah,4701,U.S. House,3,IND,David W Walker,45,21,0,22,2
Multnomah,4702,U.S. House,3,IND,David W Walker,14,5,0,7,2
Multnomah,4703,U.S. House,3,IND,David W Walker,41,13,0,24,4
Multnomah,4704,U.S. House,3,IND,David W Walker,93,30,0,56,7
Multnomah,4705,U.S. House,3,IND,David W Walker,93,30,0,51,12
Multnomah,4706,U.S. House,3,IND,David W Walker,60,27,0,25,8
Multnomah,4707,U.S. House,3,IND,David W Walker,31,10,0,19,2
Multnomah,4708,U.S. House,3,IND,David W Walker,41,15,0,21,5
Multnomah,4709,U.S. House,3,IND,David W Walker,35,15,0,17,3
Multnomah,4710,U.S. House,3,IND,David W Walker,58,28,0,24,6
Multnomah,4803,U.S. House,3,IND,David W Walker,106,44,0,49,13
Multnomah,4804,U.S. House,3,IND,David W Walker,29,8,0,14,7
Multnomah,4805,U.S. House,3,IND,David W Walker,6,1,0,4,1
Multnomah,4806,U.S. House,3,IND,David W Walker,18,3,0,14,1
Multnomah,4807,U.S. House,3,IND,David W Walker,36,13,0,23,0
Multnomah,4901,U.S. House,3,IND,David W Walker,3,0,0,3,0
Multnomah,4902,U.S. House,3,IND,David W Walker,1,0,0,1,0
Multnomah,4903,U.S. House,3,IND,David W Walker,72,34,0,35,3
Multnomah,4904,U.S. House,3,IND,David W Walker,160,63,0,78,19
Multnomah,4905,U.S. House,3,IND,David W Walker,7,2,0,5,0
Multnomah,4906,U.S. House,3,IND,David W Walker,23,7,0,13,3
Multnomah,4907,U.S. House,3,IND,David W Walker,5,4,0,0,1
Multnomah,4908,U.S. House,3,IND,David W Walker,24,9,0,13,2
Multnomah,4909,U.S. House,3,IND,David W Walker,80,39,0,34,7
Multnomah,4910,U.S. House,3,IND,David W Walker,46,15,0,26,5
Multnomah,4911,U.S. House,3,IND,David W Walker,67,32,0,29,6
Multnomah,5001,U.S. House,3,IND,David W Walker,54,28,0,20,6
Multnomah,5002,U.S. House,3,IND,David W Walker,123,63,0,50,10
Multnomah,5003,U.S. House,3,IND,David W Walker,21,10,0,10,1
Multnomah,5004,U.S. House,3,IND,David W Walker,111,43,0,58,10
Multnomah,5006,U.S. House,3,IND,David W Walker,68,34,0,33,1
Multnomah,5007,U.S. House,3,IND,David W Walker,67,29,0,36,2
Multnomah,5008,U.S. House,3,IND,David W Walker,55,20,0,31,4
Multnomah,5009,U.S. House,3,IND,David W Walker,11,3,0,7,1
Multnomah,5101,U.S. House,3,IND,David W Walker,11,6,0,2,3
Multnomah,5102,U.S. House,3,IND,David W Walker,73,41,1,22,9
Multnomah,5103,U.S. House,3,IND,David W Walker,45,16,0,19,10
Multnomah,5104,U.S. House,3,IND,David W Walker,61,22,0,34,5
Multnomah,5105,U.S. House,3,IND,David W Walker,11,5,0,6,0
Multnomah,5106,U.S. House,3,IND,David W Walker,27,13,0,12,2
Multnomah,5107,U.S. House,3,IND,David W Walker,11,7,0,3,1
Multnomah,5202,U.S. House,3,IND,David W Walker,83,23,0,55,5
Multnomah,5203,U.S. House,3,IND,David W Walker,35,9,0,23,3
Multnomah,5204,U.S. House,3,IND,David W Walker,61,16,0,38,7
Multnomah,2701,U.S. House,3,IND,Write-ins,11,1,0,9,1
Multnomah,2702,U.S. House,3,IND,Write-ins,3,0,0,3,0
Multnomah,3502,U.S. House,3,IND,Write-ins,13,1,0,8,4
Multnomah,3603,U.S. House,3,IND,Write-ins,142,22,0,64,56
Multnomah,3604,U.S. House,3,IND,Write-ins,2,0,0,2,0
Multnomah,3605,U.S. House,3,IND,Write-ins,51,4,0,38,9
Multnomah,3606,U.S. House,3,IND,Write-ins,28,3,0,16,9
Multnomah,3607,U.S. House,3,IND,Write-ins,118,19,0,71,28
Multnomah,3608,U.S. House,3,IND,Write-ins,98,13,0,63,22
Multnomah,3609,U.S. House,3,IND,Write-ins,7,3,0,4,0
Multnomah,3612,U.S. House,3,IND,Write-ins,122,17,0,65,40
Multnomah,3801,U.S. House,3,IND,Write-ins,1,0,0,1,0
Multnomah,3802,U.S. House,3,IND,Write-ins,146,19,0,91,36
Multnomah,3803,U.S. House,3,IND,Write-ins,104,23,0,47,34
Multnomah,3804,U.S. House,3,IND,Write-ins,27,3,0,12,12
Multnomah,3806,U.S. House,3,IND,Write-ins,5,1,0,4,0
Multnomah,3807,U.S. House,3,IND,Write-ins,16,3,0,10,3
Multnomah,3808,U.S. House,3,IND,Write-ins,4,0,0,4,0
Multnomah,4101,U.S. House,3,IND,Write-ins,110,18,0,67,25
Multnomah,4102,U.S. House,3,IND,Write-ins,76,7,0,48,21
Multnomah,4103,U.S. House,3,IND,Write-ins,63,6,0,47,10
Multnomah,4203,U.S. House,3,IND,Write-ins,109,22,0,42,45
Multnomah,4204,U.S. House,3,IND,Write-ins,103,16,0,54,33
Multnomah,4205,U.S. House,3,IND,Write-ins,50,12,0,31,7
Multnomah,4207,U.S. House,3,IND,Write-ins,58,10,0,29,19
Multnomah,4208,U.S. House,3,IND,Write-ins,46,5,0,26,15
Multnomah,4209,U.S. House,3,IND,Write-ins,100,11,0,58,31
Multnomah,4210,U.S. House,3,IND,Write-ins,146,17,0,75,54
Multnomah,4301,U.S. House,3,IND,Write-ins,86,11,0,46,29
Multnomah,4302,U.S. House,3,IND,Write-ins,106,17,0,59,30
Multnomah,4304,U.S. House,3,IND,Write-ins,94,10,0,55,29
Multnomah,4305,U.S. House,3,IND,Write-ins,142,29,0,78,35
Multnomah,4306,U.S. House,3,IND,Write-ins,26,6,0,16,4
Multnomah,4310,U.S. House,3,IND,Write-ins,95,7,0,58,30
Multnomah,4401,U.S. House,3,IND,Write-ins,145,18,0,77,50
Multnomah,4402,U.S. House,3,IND,Write-ins,147,15,0,81,51
Multnomah,4403,U.S. House,3,IND,Write-ins,104,13,0,57,34
Multnomah,4404,U.S. House,3,IND,Write-ins,141,20,0,70,51
Multnomah,4409,U.S. House,3,IND,Write-ins,37,5,0,23,9
Multnomah,4501,U.S. House,3,IND,Write-ins,168,32,0,101,35
Multnomah,4502,U.S. House,3,IND,Write-ins,65,8,0,40,17
Multnomah,4503,U.S. House,3,IND,Write-ins,54,11,0,32,11
Multnomah,4505,U.S. House,3,IND,Write-ins,103,14,0,62,27
Multnomah,4506,U.S. House,3,IND,Write-ins,51,7,0,27,17
Multnomah,4508,U.S. House,3,IND,Write-ins,71,9,0,37,25
Multnomah,4509,U.S. House,3,IND,Write-ins,48,2,0,30,16
Multnomah,4510,U.S. House,3,IND,Write-ins,32,5,0,22,5
Multnomah,4511,U.S. House,3,IND,Write-ins,38,1,0,27,10
Multnomah,4512,U.S. House,3,IND,Write-ins,9,1,0,5,3
Multnomah,4601,U.S. House,3,IND,Write-ins,141,20,0,78,43
Multnomah,4602,U.S. House,3,IND,Write-ins,54,7,0,34,13
Multnomah,4604,U.S. House,3,IND,Write-ins,78,9,0,40,29
Multnomah,4605,U.S. House,3,IND,Write-ins,70,7,0,39,24
Multnomah,4606,U.S. House,3,IND,Write-ins,141,11,0,81,49
Multnomah,4607,U.S. House,3,IND,Write-ins,62,3,0,34,25
Multnomah,4608,U.S. House,3,IND,Write-ins,27,2,0,16,9
Multnomah,4701,U.S. House,3,IND,Write-ins,45,2,0,22,21
Multnomah,4702,U.S. House,3,IND,Write-ins,14,2,0,7,5
Multnomah,4703,U.S. House,3,IND,Write-ins,41,4,0,24,13
Multnomah,4704,U.S. House,3,IND,Write-ins,93,7,0,56,30
Multnomah,4705,U.S. House,3,IND,Write-ins,93,12,0,51,30
Multnomah,4706,U.S. House,3,IND,Write-ins,60,8,0,25,27
Multnomah,4707,U.S. House,3,IND,Write-ins,31,2,0,19,10
Multnomah,4708,U.S. House,3,IND,Write-ins,41,5,0,21,15
Multnomah,4709,U.S. House,3,IND,Write-ins,35,3,0,17,15
Multnomah,4710,U.S. House,3,IND,Write-ins,58,6,0,24,28
Multnomah,4803,U.S. House,3,IND,Write-ins,106,13,0,49,44
Multnomah,4804,U.S. House,3,IND,Write-ins,29,7,0,14,8
Multnomah,4805,U.S. House,3,IND,Write-ins,6,1,0,4,1
Multnomah,4806,U.S. House,3,IND,Write-ins,18,1,0,14,3
Multnomah,4807,U.S. House,3,IND,Write-ins,36,0,0,23,13
Multnomah,4901,U.S. House,3,IND,Write-ins,3,0,0,3,0
Multnomah,4902,U.S. House,3,IND,Write-ins,1,0,0,1,0
Multnomah,4903,U.S. House,3,IND,Write-ins,72,3,0,35,34
Multnomah,4904,U.S. House,3,IND,Write-ins,160,19,0,78,63
Multnomah,4905,U.S. House,3,IND,Write-ins,7,0,0,5,2
Multnomah,4906,U.S. House,3,IND,Write-ins,23,3,0,13,7
Multnomah,4907,U.S. House,3,IND,Write-ins,5,1,0,0,4
Multnomah,4908,U.S. House,3,IND,Write-ins,24,2,0,13,9
Multnomah,4909,U.S. House,3,IND,Write-ins,80,7,0,34,39
Multnomah,4910,U.S. House,3,IND,Write-ins,46,5,0,26,15
Multnomah,4911,U.S. House,3,IND,Write-ins,67,6,0,29,32
Multnomah,5001,U.S. House,3,IND,Write-ins,54,6,0,20,28
Multnomah,5002,U.S. House,3,IND,Write-ins,123,10,0,50,63
Multnomah,5003,U.S. House,3,IND,Write-ins,21,1,0,10,10
Multnomah,5004,U.S. House,3,IND,Write-ins,111,10,0,58,43
Multnomah,5006,U.S. House,3,IND,Write-ins,68,1,0,33,34
Multnomah,5007,U.S. House,3,IND,Write-ins,67,2,0,36,29
Multnomah,5008,U.S. House,3,IND,Write-ins,55,4,0,31,20
Multnomah,5009,U.S. House,3,IND,Write-ins,11,1,0,7,3
Multnomah,5101,U.S. House,3,IND,Write-ins,11,3,0,2,6
Multnomah,5102,U.S. House,3,IND,Write-ins,73,9,1,22,41
Multnomah,5103,U.S. House,3,IND,Write-ins,45,10,0,19,16
Multnomah,5104,U.S. House,3,IND,Write-ins,61,5,0,34,22
Multnomah,5105,U.S. House,3,IND,Write-ins,11,0,0,6,5
Multnomah,5106,U.S. House,3,IND,Write-ins,27,2,0,12,13
Multnomah,5107,U.S. House,3,IND,Write-ins,11,1,0,3,7
Multnomah,5202,U.S. House,3,IND,Write-ins,83,5,0,55,23
Multnomah,5203,U.S. House,3,IND,Write-ins,35,3,0,23,9
Multnomah,5204,U.S. House,3,IND,Write-ins,61,7,0,38,16
Multnomah,3501,U.S. House,5,IND,Write-ins,13,3,0,10,0
Multnomah,3805,U.S. House,5,IND,Write-ins,18,7,0,11,0
Multnomah,3806,U.S. House,5,IND,Write-ins,25,7,0,18,0
Multnomah,4801,U.S. House,5,IND,Write-ins,21,5,0,16,0
Multnomah,2701,Governor,,IND,Patrick Barney,12,2,0,6,4
Multnomah,2702,Governor,,IND,Patrick Barney,3,0,0,3,0
Multnomah,3101,Governor,,IND,Patrick Barney,18,3,0,10,5
Multnomah,3102,Governor,,IND,Patrick Barney,27,2,0,17,8
Multnomah,3103,Governor,,IND,Patrick Barney,8,2,0,4,2
Multnomah,3301,Governor,,IND,Patrick Barney,168,24,0,97,47
Multnomah,3303,Governor,,IND,Patrick Barney,66,6,0,36,24
Multnomah,3304,Governor,,IND,Patrick Barney,8,2,0,2,4
Multnomah,3501,Governor,,IND,Patrick Barney,13,1,0,7,5
